baths,beds,cats_allowed,comes_furnished,dogs_allowed,electric_vehicle_charge,id,lat,laundry_options,long,parking_options,price,region,smoking_allowed,sqfeet,state,type,wheelchair_access
1,2,0,0,0,0,7044922871,44.7977,laundry in bldg,-68.7792,off-street parking,1100,maine,0,1200,me,apartment,0
1,4,1,0,1,0,7046543701,44.0824,w/d hookups,-70.2198,off-street parking,1050,maine,1,1024,me,apartment,0
1,3,0,0,0,0,7042331761,43.4285,laundry in bldg,-70.7585,off-street parking,300,maine,0,1200,me,house,0
2,2,0,1,0,0,7046726120,43.6876,w/d in unit,-70.2876,attached garage,1750,maine,1,1300,me,condo,0
1,1,1,1,1,0,7029730734,44.8603,laundry in bldg,-68.8256,off-street parking,1030,maine,0,1100,me,apartment,1
0,2,0,0,0,0,7044672192,43.5999,laundry in bldg,-70.3367,off-street parking,1265,maine,0,900,me,apartment,0
1,2,1,0,0,0,7031350153,43.5835,w/d in unit,-70.3457,off-street parking,1350,maine,1,1032,me,apartment,0
1,2,0,0,0,0,7040243178,43.5835,w/d in unit,-70.3457,off-street parking,1350,maine,1,1032,me,apartment,0
2,3,0,1,1,0,7046737602,45.2595,w/d in unit,-69.2061,off-street parking,1800,maine,0,1600,me,house,0
2,2,0,0,0,0,7041795467,43.6556,laundry on site,-70.2615,detached garage,2125,maine,0,1237,me,apartment,0
1.5,3,0,0,0,0,7033241508,43.5052,w/d hookups,-70.4127,off-street parking,1400,maine,0,1800,me,duplex,0
1,2,0,0,0,0,7036393213,43.6699,laundry in bldg,-70.2466,off-street parking,2100,maine,0,850,me,apartment,0
1,1,0,0,0,0,7039540379,43.664,laundry in bldg,-70.2734,off-street parking,1300,maine,0,539,me,apartment,0
1.5,2,1,0,0,0,7042917523,43.5209,w/d hookups,-70.4546,off-street parking,1345,maine,1,1200,me,apartment,0
1,2,1,0,0,0,7046914226,43.6699,laundry in bldg,-70.292,off-street parking,1400,maine,1,916,me,apartment,0
1,1,1,0,1,0,7046928084,43.6495,laundry in bldg,-70.2685,off-street parking,1275,maine,0,600,me,apartment,0
1,2,1,0,0,0,7046951589,43.692,laundry in bldg,-70.2997,off-street parking,694,maine,1,715,me,apartment,0
1.5,2,1,0,1,0,7046957601,43.5209,w/d in unit,-70.4546,off-street parking,1550,maine,0,1150,me,apartment,0
1.5,3,1,0,1,0,7046964451,44.8242,w/d hookups,-68.7918,attached garage,1500,maine,0,1800,me,house,0
1.5,2,0,0,0,0,7047045132,43.9089,w/d hookups,-69.8231,off-street parking,1250,maine,0,1100,me,apartment,0
1,4,1,0,1,0,7032925667,43.6692,laundry in bldg,-70.2879,off-street parking,1800,maine,1,1200,me,apartment,0
2,2,0,0,0,0,7047100365,44.1123,laundry on site,-69.1139,off-street parking,1400,maine,0,1200,me,apartment,0
2.5,3,1,1,1,0,7047139330,43.8942,laundry in bldg,-70.3429,attached garage,1900,maine,0,2500,me,house,0
3,3,1,0,1,0,7030998556,44.8843,w/d in unit,-68.9837,attached garage,1500,maine,0,2500,me,house,0
2,3,1,0,1,0,7047210586,43.9268,w/d in unit,-69.9719,off-street parking,1800,maine,0,1500,me,apartment,0
2,4,1,0,1,0,7031751114,44.7933,w/d hookups,-68.7662,off-street parking,1500,maine,0,2000,me,house,0
1,1,0,0,0,0,7047302399,45.2007,laundry in bldg,-67.5929,attached garage,920,maine,1,784,me,apartment,0
1.5,2,0,0,0,0,7047308396,43.6602,laundry in bldg,-70.2898,off-street parking,1900,maine,0,850,me,house,0
1,2,1,0,1,0,7047323233,43.6422,laundry in bldg,-70.2374,off-street parking,1650,maine,1,950,me,apartment,0
1,2,1,0,1,0,7047324754,43.6318,w/d in unit,-70.2709,off-street parking,1500,maine,1,800,me,apartment,0
1,3,1,0,1,0,7044383615,44.6253,w/d hookups,-69.5901,off-street parking,1250,maine,0,960,me,apartment,0
1,3,1,0,1,0,7042338377,47.348,w/d hookups,-68.3314,attached garage,725,maine,1,1300,me,house,0
1,2,1,0,1,0,7047348932,43.6291,w/d in unit,-70.2332,off-street parking,1500,maine,1,800,me,apartment,0
1,5,0,0,0,0,7047382830,44.6653,w/d in unit,-70.1329,off-street parking,1750,maine,0,2000,me,house,0
1,2,1,0,1,0,7047406184,43.6422,w/d in unit,-70.2374,off-street parking,1750,maine,1,950,me,apartment,0
1.5,2,1,0,1,0,7010789407,46.5466,laundry in bldg,-87.4699,carport,1180,upper peninsula,0,1130,mi,apartment,0
1,3,1,0,1,0,7028283073,46.5473,laundry on site,-87.3905,off-street parking,1200,upper peninsula,1,1300,mi,apartment,0
1,2,0,0,0,0,7028762408,46.0062,w/d hookups,-86.2555,off-street parking,400,upper peninsula,1,1100,mi,apartment,0
1.5,3,1,0,1,0,7030443837,47.1367,laundry on site,-88.5654,attached garage,925,upper peninsula,0,1200,mi,house,0
2,2,0,0,0,0,7030533179,46.0024,w/d in unit,-84.3488,detached garage,750,upper peninsula,0,1300,mi,duplex,0
2,3,0,1,0,0,7031478423,47.2599,w/d in unit,-88.5295,detached garage,1100,upper peninsula,0,2000,mi,house,0
2,5,0,0,0,0,7032206916,46.5462,w/d hookups,-87.3932,off-street parking,1800,upper peninsula,0,2050,mi,house,0
1,3,1,0,1,0,7032553250,46.5647,w/d in unit,-87.4018,off-street parking,1200,upper peninsula,0,1100,mi,house,0
1,1,0,1,0,0,7027138427,46.5463,w/d in unit,-87.3992,off-street parking,950,upper peninsula,1,900,mi,house,0
1.5,3,0,0,0,0,7032880112,46.5515,w/d hookups,-87.4322,attached garage,1200,upper peninsula,1,1150,mi,house,0
1,1,0,0,0,0,7026088451,46.5666,laundry in bldg,-87.3961,detached garage,500,upper peninsula,0,450,mi,apartment,0
1,1,1,0,1,0,7034091515,46.5573,w/d in unit,-87.4491,off-street parking,855,upper peninsula,0,800,mi,apartment,0
1,2,0,0,0,0,7035580920,45.7352,laundry on site,-87.07,detached garage,750,upper peninsula,0,1200,mi,house,0
0,3,1,1,1,0,7035808855,46.2137,laundry in bldg,-85.8494,detached garage,1500,upper peninsula,1,1000,mi,cottage/cabin,0
2,3,1,0,1,0,7036221788,46.5512,w/d hookups,-87.4322,attached garage,1200,upper peninsula,1,1150,mi,house,0
1,1,0,0,0,0,7036463193,46.5521,laundry in bldg,-87.3847,off-street parking,490,upper peninsula,0,600,mi,apartment,0
1,3,1,0,0,0,7031634513,47.2509,w/d hookups,-88.455,off-street parking,600,upper peninsula,1,1800,mi,townhouse,0
1,2,0,0,0,0,7039594776,45.5878,w/d in unit,-87.9948,detached garage,750,upper peninsula,1,1800,mi,house,0
1,2,0,0,0,0,7039604606,46.4957,laundry on site,-84.3394,off-street parking,650,upper peninsula,0,1200,mi,apartment,0
1,2,0,0,0,0,7024234636,46.5644,laundry in bldg,-87.3958,off-street parking,670,upper peninsula,0,825,mi,apartment,0
1.5,3,0,0,0,0,7040620319,46.5623,w/d in unit,-87.4015,detached garage,1100,upper peninsula,1,1000,mi,house,0
1,2,0,0,0,0,7041602588,46.5624,laundry on site,-87.4017,off-street parking,1200,upper peninsula,0,900,mi,house,0
1,2,0,0,0,0,7042209359,46.4151,no laundry on site,-84.2854,off-street parking,695,upper peninsula,0,750,mi,apartment,0
1,2,1,0,1,0,7042479870,46.4086,laundry in bldg,-86.6501,off-street parking,700,upper peninsula,1,700,mi,apartment,0
1,3,0,0,0,0,7042866416,47.13,laundry in bldg,-88.5938,street parking,750,upper peninsula,0,1000,mi,apartment,0
1,2,0,0,0,0,7043332609,46.5786,w/d in unit,-87.4545,off-street parking,1025,upper peninsula,0,1092,mi,apartment,1
1,2,0,0,0,0,7038701460,45.8006,laundry in bldg,-88.0773,off-street parking,525,upper peninsula,1,1120,mi,duplex,0
1,1,0,0,0,0,7045711088,47.1897,laundry in bldg,-88.4103,off-street parking,450,upper peninsula,0,600,mi,apartment,0
1.5,3,0,0,0,0,7045758924,46.2627,w/d hookups,-84.4626,detached garage,650,upper peninsula,1,1800,mi,house,0
1,2,0,0,0,0,7046838372,46.0062,w/d in unit,-86.2555,off-street parking,600,upper peninsula,0,916,mi,apartment,0
1.5,2,1,0,1,0,7036615804,45.7374,w/d hookups,-87.1002,off-street parking,655,upper peninsula,1,870,mi,townhouse,0
2.5,3,1,0,1,0,7036614151,45.7375,w/d hookups,-87.0994,off-street parking,749,upper peninsula,0,1200,mi,townhouse,0
1,2,0,1,1,0,7047183513,47.0217,laundry on site,-88.5313,off-street parking,650,upper peninsula,0,600,mi,duplex,0
1,1,0,1,0,0,7047582903,46.8721,no laundry on site,-89.3137,off-street parking,575,upper peninsula,0,800,mi,apartment,0
2.5,2,0,0,0,0,7043357138,47.0275,w/d in unit,-88.5065,attached garage,1900,upper peninsula,0,2000,mi,house,0
1.5,1,1,0,1,0,7047847834,46.545,laundry on site,-87.3972,off-street parking,1000,upper peninsula,1,1200,mi,flat,0
1,2,0,0,0,0,7047877635,47.2459,w/d in unit,-88.4564,detached garage,625,upper peninsula,1,800,mi,duplex,0
1,2,1,1,1,0,7035182181,47.1605,w/d in unit,-88.268,off-street parking,1100,upper peninsula,0,1040,mi,cottage/cabin,0
1,1,0,0,0,0,7035299188,46.5469,laundry on site,-87.4171,off-street parking,615,upper peninsula,0,600,mi,apartment,0
1,3,0,0,0,0,7048525925,47.1306,w/d in unit,-88.5929,off-street parking,1300,upper peninsula,1,1100,mi,apartment,0
1,2,1,0,1,0,7050160375,46.5407,laundry in bldg,-87.4141,off-street parking,895,upper peninsula,0,1000,mi,apartment,0
1,1,0,0,0,0,7050336124,47.1306,no laundry on site,-88.5892,off-street parking,550,upper peninsula,0,680,mi,apartment,0
2,3,1,0,1,0,7023409738,45.5713,w/d in unit,-94.2036,attached garage,1350,st cloud,1,1367,mn,apartment,0
1,1,1,0,1,0,7024939231,45.5679,w/d in unit,-94.2464,attached garage,865,st cloud,1,771,mn,apartment,0
1,1,1,0,1,0,7024941033,45.5679,w/d in unit,-94.2464,attached garage,770,st cloud,1,505,mn,apartment,0
1,1,1,0,1,0,7020905679,45.5713,w/d in unit,-94.2036,attached garage,1090,st cloud,1,751,mn,apartment,0
1,1,1,0,1,0,7025023299,45.5686,w/d in unit,-94.2462,attached garage,940,st cloud,1,771,mn,apartment,0
2,2,1,0,1,0,7025034037,45.6318,w/d in unit,-94.2136,detached garage,1330,st cloud,0,1236,mn,apartment,0
1.5,2,0,0,0,0,7018811654,45.5556,w/d in unit,-94.1904,detached garage,900,st cloud,1,740,mn,house,0
1.5,2,0,0,0,0,7025204608,45.5556,w/d in unit,-94.1905,detached garage,900,st cloud,0,740,mn,house,0
2,2,1,0,1,0,7025214027,45.5025,w/d in unit,-94.1483,off-street parking,1115,st cloud,0,1149,mn,apartment,0
2,2,1,0,1,0,7006020145,45.5986,w/d in unit,-94.2,detached garage,900,st cloud,0,1060,mn,apartment,1
2,2,1,0,1,0,7025346383,45.6318,w/d in unit,-94.2136,attached garage,1430,st cloud,0,1267,mn,apartment,0
1.5,2,0,0,0,0,7017923059,45.5556,w/d in unit,-94.1906,detached garage,900,st cloud,0,740,mn,house,0
1.5,2,0,0,0,0,7025630236,45.5559,w/d in unit,-94.1906,detached garage,900,st cloud,0,740,mn,house,0
1.5,2,0,0,0,0,7021744699,45.5662,w/d in unit,-94.1934,detached garage,900,st cloud,0,740,mn,house,0
2,3,1,0,1,0,7025702192,45.6318,w/d in unit,-94.2136,attached garage,1515,st cloud,0,1285,mn,apartment,0
2,2,1,0,1,0,7025214241,45.6318,w/d in unit,-94.2136,detached garage,1315,st cloud,0,1131,mn,apartment,0
1,1,1,0,1,0,7024020667,45.5392,w/d in unit,-94.2008,attached garage,905,st cloud,0,780,mn,apartment,0
2,2,1,0,1,0,7023277054,45.5392,w/d in unit,-94.2008,attached garage,1360,st cloud,0,1745,mn,apartment,0
1,1,1,0,1,0,7025892982,45.6318,w/d in unit,-94.2136,detached garage,935,st cloud,0,675,mn,apartment,0
1,1,1,0,1,0,7025946578,45.541,laundry in bldg,-94.1819,carport,710,st cloud,1,641,mn,apartment,0
1,1,1,0,1,0,7025979296,45.6318,w/d in unit,-94.2136,detached garage,895,st cloud,0,717,mn,apartment,0
1.5,2,0,0,0,0,7023699072,45.5538,w/d in unit,-94.195,detached garage,900,st cloud,0,740,mn,house,0
1.5,2,0,0,0,0,7026183446,45.5556,w/d in unit,-94.1906,detached garage,900,st cloud,0,740,mn,house,0
2,2,1,0,1,0,7023959256,45.5713,w/d in unit,-94.2036,attached garage,1110,st cloud,1,1271,mn,apartment,0
2,2,1,0,1,0,7026719229,45.5679,w/d in unit,-94.246,attached garage,1115,st cloud,1,1271,mn,apartment,0
1.5,2,0,0,0,0,7022308593,45.5557,w/d in unit,-94.1912,detached garage,900,st cloud,0,740,mn,house,0
1,2,1,0,1,0,7023019431,45.5763,laundry in bldg,-94.1848,off-street parking,710,st cloud,1,860,mn,apartment,0
1,1,1,0,1,0,7026787858,45.5683,w/d in unit,-94.2462,attached garage,870,st cloud,1,771,mn,apartment,0
1,1,1,0,1,0,7051152408,38.7622,laundry in bldg,-90.5471,off-street parking,800,st louis,1,670,mo,apartment,0
2,2,1,0,1,0,7051153160,38.8014,w/d hookups,-90.5065,carport,1007,st louis,1,986,mo,apartment,0
1,2,1,0,1,0,7049961747,38.6753,laundry in bldg,-90.4406,off-street parking,1345,st louis,0,935,mo,apartment,0
1,1,1,0,1,0,7045474567,38.6332,w/d in unit,-90.2164,attached garage,1100,st louis,0,1017,mo,apartment,1
1,1,1,0,1,0,7045467386,38.6332,w/d in unit,-90.2164,detached garage,1000,st louis,0,917,mo,apartment,1
1,2,0,0,0,0,7051227185,38.9436,w/d hookups,-90.0714,street parking,750,st louis,1,1000,mo,house,0
2,2,1,0,1,0,7051235852,38.6332,w/d in unit,-90.2164,attached garage,1600,st louis,0,1650,mo,apartment,0
2,3,1,0,1,0,7007003458,39.734,w/d hookups,-94.8171,off-street parking,810,st joseph,1,960,mo,apartment,0
2,3,1,0,1,0,7026940860,39.734,w/d hookups,-94.8171,off-street parking,810,st joseph,1,960,mo,apartment,0
1,2,1,0,1,0,7027474945,39.7688,w/d in unit,-94.8385,street parking,925,st joseph,0,1000,mo,apartment,0
2,2,1,0,1,0,7027475239,39.734,w/d in unit,-94.8171,off-street parking,825,st joseph,0,990,mo,apartment,0
2,2,1,0,1,0,7027475588,39.734,w/d in unit,-94.8171,off-street parking,825,st joseph,0,990,mo,apartment,0
1,0,0,0,0,0,7027548385,39.7678,no laundry on site,-94.851,off-street parking,320,st joseph,1,330,mo,apartment,0
1,1,1,0,1,0,7028007810,39.7893,laundry in bldg,-94.8043,off-street parking,510,st joseph,1,966,mo,apartment,0
1,2,1,0,1,0,7028163368,39.7688,w/d in unit,-94.8385,street parking,925,st joseph,0,1000,mo,apartment,0
1,0,1,0,1,0,7028163583,39.734,laundry on site,-94.8171,street parking,600,st joseph,0,417,mo,apartment,0
1,2,1,0,1,0,7028163802,39.7688,w/d in unit,-94.8385,street parking,925,st joseph,0,1000,mo,apartment,0
2,2,1,0,1,0,7028164024,39.734,w/d in unit,-94.8171,off-street parking,825,st joseph,0,990,mo,apartment,0
2,2,1,0,1,0,7028164269,39.734,w/d in unit,-94.8171,off-street parking,825,st joseph,0,990,mo,apartment,0
1,0,1,0,1,0,7031059570,39.734,laundry on site,-94.8171,street parking,600,st joseph,0,417,mo,apartment,0
2,3,1,0,1,0,7032328678,39.7452,w/d hookups,-94.7869,off-street parking,810,st joseph,1,960,mo,apartment,0
2,3,1,0,1,0,7031701789,39.7457,w/d hookups,-94.7864,off-street parking,810,st joseph,0,960,mo,apartment,1
2,3,1,0,1,0,7031703016,39.734,w/d hookups,-94.8171,off-street parking,810,st joseph,1,960,mo,apartment,0
2,3,1,0,1,0,7031704185,39.734,w/d hookups,-94.8171,off-street parking,810,st joseph,1,960,mo,apartment,0
2,3,1,0,1,0,7016214390,39.7688,w/d in unit,-94.8385,off-street parking,1030,st joseph,0,1402,mo,apartment,1
1,2,1,0,1,0,7019632302,39.8229,w/d hookups,-94.8204,attached garage,750,st joseph,1,1000,mo,duplex,0
1,2,1,0,1,0,7033949829,39.7965,w/d in unit,-94.8443,off-street parking,830,st joseph,1,792,mo,apartment,0
1,1,0,1,0,0,7034623443,39.7939,laundry in bldg,-94.8097,off-street parking,1050,st joseph,0,750,mo,condo,0
2,3,1,0,1,0,7020829049,39.734,w/d hookups,-94.8171,off-street parking,810,st joseph,1,960,mo,apartment,0
1,2,0,0,0,0,7021752442,39.7574,w/d in unit,-94.8284,off-street parking,600,st joseph,0,1000,mo,apartment,0
1,2,0,0,0,0,7035833356,39.7487,laundry on site,-94.8268,off-street parking,625,st joseph,0,800,mo,apartment,0
2,3,1,0,1,0,7036080146,39.7447,w/d hookups,-94.7861,off-street parking,810,st joseph,0,960,mo,apartment,1
1.5,2,1,0,1,0,7018685466,39.7893,laundry in bldg,-94.8043,off-street parking,590,st joseph,1,451,mo,apartment,0
2,3,0,0,0,0,7025584962,30.5401,w/d in unit,-89.2656,detached garage,950,southwest MS,0,3000,ms,house,1
2,4,1,1,1,1,7028052106,34.9682,w/d in unit,-89.948,detached garage,1250,southwest MS,1,1900,ms,house,0
1,1,1,1,1,0,7029905167,31.1662,laundry in bldg,-90.2799,carport,550,southwest MS,0,800,ms,cottage/cabin,0
1,1,1,0,1,0,7024987934,30.5241,w/d hookups,-87.2167,off-street parking,708,southwest MS,0,641,ms,apartment,1
2,3,0,0,0,0,7040985301,31.329,w/d hookups,-90.3385,off-street parking,750,southwest MS,1,1295,ms,house,1
2,3,0,0,0,0,7009902824,34.9676,w/d hookups,-90.06,carport,1079,north mississippi,0,1500,ms,house,0
2.5,2,1,0,1,0,7025182157,33.4531,laundry on site,-88.8101,off-street parking,479,north mississippi,1,1150,ms,apartment,0
2.5,2,1,0,1,0,7025696666,33.4531,laundry on site,-88.8101,off-street parking,479,north mississippi,1,1150,ms,apartment,0
3.5,3,0,0,0,0,7013551378,33.8284,laundry in bldg,-88.538,attached garage,1100,north mississippi,0,3000,ms,house,0
2.5,2,1,0,1,0,7026774014,33.4531,laundry on site,-88.8101,off-street parking,479,north mississippi,1,1150,ms,apartment,0
1,1,0,0,0,0,7026974403,32.3932,w/d hookups,-90.163,off-street parking,705,north mississippi,1,900,ms,apartment,0
1.5,2,0,0,0,0,7026977926,32.3932,w/d hookups,-90.163,off-street parking,800,north mississippi,1,1026,ms,apartment,0
2,2,0,0,0,0,7026984032,32.3932,w/d hookups,-90.163,off-street parking,780,north mississippi,1,1120,ms,apartment,0
2,3,0,0,0,0,7026989216,32.3932,w/d hookups,-90.163,off-street parking,840,north mississippi,1,1248,ms,apartment,0
3,3,1,1,1,0,7027008482,34.3455,w/d in unit,-89.5441,street parking,449,north mississippi,0,1400,ms,apartment,0
2,2,0,0,0,0,7027115434,32.3932,w/d hookups,-90.163,off-street parking,780,north mississippi,1,1120,ms,apartment,0
3,3,1,1,1,0,7027117006,34.3455,w/d in unit,-89.5441,street parking,449,north mississippi,0,1400,ms,apartment,0
2.5,3,0,0,0,0,7015023277,46.8629,w/d hookups,-113.961,attached garage,1600,missoula,0,2000,mt,townhouse,0
2,2,0,0,0,0,7013593489,46.2395,w/d in unit,-114.168,off-street parking,775,missoula,1,968,mt,apartment,0
2,2,0,0,0,0,7018770120,46.2569,w/d in unit,-114.148,off-street parking,800,missoula,0,1018,mt,apartment,0
1,1,0,0,0,0,7025136712,46.2885,w/d in unit,-113.449,off-street parking,2500,missoula,1,2700,mt,apartment,0
2,4,0,0,1,0,7025317011,46.8332,w/d hookups,-114.007,detached garage,2300,missoula,1,2100,mt,house,0
2,3,0,0,0,0,7026198855,46.2502,w/d in unit,-114.146,attached garage,600,missoula,0,1800,mt,townhouse,0
2,2,1,0,1,0,7026584523,46.8842,w/d in unit,-114.036,off-street parking,1186,missoula,0,950,mt,apartment,0
1,1,1,0,1,0,7027613648,46.8842,w/d in unit,-114.036,off-street parking,951,missoula,0,640,mt,apartment,0
1.5,2,0,0,0,0,7011116100,46.8563,w/d hookups,-114.032,off-street parking,900,missoula,0,950,mt,apartment,0
1,2,1,0,1,0,7009118918,46.8413,laundry in bldg,-114.011,detached garage,895,missoula,0,550,mt,apartment,0
1,2,0,0,0,0,7027778636,46.8052,w/d hookups,-114.063,off-street parking,875,missoula,0,1000,mt,apartment,0
2,2,1,0,1,0,7028075825,46.8842,w/d in unit,-114.036,off-street parking,1186,missoula,0,950,mt,apartment,0
1,2,0,0,0,0,7012147791,46.8224,w/d in unit,-114.026,off-street parking,950,missoula,1,1400,mt,apartment,0
1,2,0,0,0,0,7029352184,46.9006,w/d in unit,-114.003,off-street parking,950,missoula,0,900,mt,duplex,0
1.5,4,1,0,1,1,7029827371,46.9006,w/d hookups,-114.003,off-street parking,1200,missoula,1,1100,mt,manufactured,0
1,1,1,1,1,0,7030661580,48.8616,laundry on site,-117.371,off-street parking,560,missoula,1,750,mt,apartment,0
1,3,1,0,1,0,7012367341,46.8442,w/d in unit,-113.998,attached garage,1295,missoula,0,864,mt,house,0
1.5,3,1,0,1,0,7031379183,46.8754,laundry in bldg,-114.022,attached garage,1450,missoula,0,1308,mt,townhouse,0
1,1,1,0,1,0,7031507692,46.8842,w/d in unit,-114.036,off-street parking,951,missoula,0,640,mt,apartment,0
1,1,1,0,1,0,7031664100,46.8713,no laundry on site,-113.987,detached garage,725,missoula,0,600,mt,duplex,0
1,1,0,0,0,0,7031819320,46.8467,no laundry on site,-114.17,street parking,1100,missoula,0,500,mt,cottage/cabin,0
1,1,1,0,1,0,7032044891,46.8842,w/d in unit,-114.036,off-street parking,951,missoula,0,640,mt,apartment,0
2,2,1,0,1,0,7032291923,46.8842,w/d in unit,-114.036,off-street parking,1170,missoula,0,950,mt,apartment,0
2,2,0,0,0,0,7032348256,46.8224,w/d hookups,-114.026,attached garage,1395,missoula,0,2140,mt,house,0
2.5,3,0,0,1,0,7015503763,46.8918,w/d hookups,-114.059,detached garage,1795,missoula,0,1275,mt,townhouse,0
2,2,0,0,0,0,7032538853,46.8866,w/d in unit,-114.049,carport,1400,missoula,0,1277,mt,condo,1
1,1,1,0,1,0,7032676528,46.8842,w/d in unit,-114.036,off-street parking,926,missoula,0,640,mt,apartment,0
2.5,2,0,0,0,0,7032690986,46.2395,w/d in unit,-114.168,attached garage,1150,missoula,0,1661,mt,condo,0
1,1,1,0,1,0,7032724308,46.8842,w/d in unit,-114.036,off-street parking,926,missoula,0,640,mt,apartment,0
